The University of Arizona Cancer Center Bioinformatics Core,http://uacc.arizona.edu/research/shared-resources/bisr,united_states
The University of Arizona Cancer Center Behavioral Measurement and Interventions Core,http://uacc.arizona.edu/research/shared-resources/bmisr,united_states
The University of Arizona Cancer Center Analytical Chemistry Core,http://uacc.arizona.edu/research/shared-resources/acsr,united_states
Univ. of Arizona Department of Immunobiology,http://immunobiology.arizona.edu,united_states
CHTN - South Division (University of Alabama),http://www.uab.edu/medicine/tcbf/chtn-sd-sidebar,united_states
Celsion Labs,https://www.celsionlabs.com/,united_states
Discovery Life Sciences,http://www.dls.com,united_states
SynVivo, Inc.,http://www.synvivobio.com/,united_states
University of Alabama at Birmingham Gnotobiotic and Genetically-Engineered Mouse Core,http://www.uab.edu/research/administration/CentersCores/Pages/UAB-Gnotobiotic-Facility.aspx,united_states
University of Alabama SPORE Biorepositories,http://www.uab.edu/medicine/tcbf/sporebb-tpsfsidebar,united_states
University of Alabama Birmingham School of Medicine Tissue Collection and Banking Core,http://www.uab.edu/medicine/tcbf/,united_states
Auburn University Auburn Laboratory for Imaging Animal Systems,http://www.vetmed.auburn.edu/research/alias/,united_states
Biodesix,http://www.biodesix.com/,united_states
Bolder BioPATH,http://www.bolderbiopath.com,united_states
Clovis Oncology,http://www.clovisoncology.com/,united_states
CARE Research,http://www.careresearchllc.com/,united_states
Colorado State University - Preclinical Research Laboratory,http://csu-cvmbs.colostate.edu/academics/clinsci/surgical-research-laboratory/Pages/default.aspx,united_states
Endolytics,http://endolytics.com/,united_states
GlobeImmune, Inc.,https://www.globeimmune.com/,united_states
HistoTox Labs,http://www.histotoxlabs.com,united_states
National Jewish Health Cytometry Core,https://www.nationaljewish.org/professionals/research/corelabs/cytometry/,united_states
Plato BioPharma,http://platobiopharma.com,united_states
Pre-Clinical Research Services,http://www.preclinicalresearch.com/,united_states
Pharmatech,http://pharmatech.com/home/,united_states
Pyxant Labs,http://www.pyxant.com,united_states
University of Colorado - Denver: NMR Structural Biology Shared Resource Facility,http://www.ucdenver.edu/academics/colleges/medicalschool/programs/biomol/strucbiocores/nmr/Pages/NMRCoreFacility.aspx,united_states
University of Colorado Cancer Center - Biorepository Core,http://www.ucdenver.edu/academics/colleges/medicalschool/centers/cancercenter/Research/sharedresources/TissueBiobanking/Biorepository/Pages/Biorepository.aspx,united_states
University of Colorado Cancer Center - Laser Capture Microdissection,http://www.ucdenver.edu/academics/colleges/medicalschool/centers/cancercenter/Research/sharedresources/TissueBiobanking/LaserCapture/Pages/LaserCapture.aspx,united_states
Advanced MRI Technologies,http://www.advancedmri.com/,united_states
ACEA Biosciences,http://www.aceabio.com/main.aspx,united_states
AntiCancer Incorporated,http://www.anticancer.com,united_states
Advanced ImmunoChemical,http://www.advimmuno.com/,united_states
Applied StemCell,http://appliedstemcell.com,united_states
Avrygen Corporation,http://www.avrygen.com/,united_states
Axxora,http://www.axxora.com/,united_states
AndroScience Corporation,http://www.androscience.com,united_states
AltheaDx,http://www.altheadx.com,united_states
Agendia,http://www.agendia.com/,united_states
AfaSci,http://www.afasci.com/,united_states
Alpha-Omega Veterinary Consultant Services,,united_states
Best American Toxicology Testing Services Laboratories - BATTS,http://www.battslabs.com/,united_states
Beckman Research Institute City of Hope,http://www.cityofhope.org/beckman-research-institute,united_states
Bell Biosystems,http://www.bellbiosystems.com/,united_states
BATTS Laboratories,http://www.battslabs.com,united_states
Bio SB,http://www.biosb.com/,united_states
Biocept Laboratories,http://biocept.com/company/biopharmaclinical-research/,united_states
BTS Research,www.btsresearch.com,united_states
Bavarian Nordic GMBH,http://www.bavarian-nordic.com/,united_states
Bruker Biospin,http://www.bruker-biospin.com,united_states
bioTheranostics,http://www.biotheranostics.com/,united_states
Biocare Medical, LLC,http://biocare.net/,united_states
Biopartners, Inc,http://www.biopartners.science/,united_states
Conkwest,http://www.conkwest.com,united_states
Cedars-Sinai Medical Center Imaging Core,https://www.cedars-sinai.edu/Research/Research-Cores/Imaging/index.aspx,united_states
Cytelligen,http://www.cytelligen.com/,united_states
Calithera,http://www.calithera.com/,united_states
Cleave Biosciences,http://www.cleavebio.com/,united_states
ChemoTactics,http://www.chemotactics.com/,united_states
California Stem Cell,http://www.californiastemcell.com,united_states
CombiMatrix,http://www.combimatrix.com/,united_states
Children's Hospital Los Angeles The Saban Research Institute Molecular Pathology Genomics Core,http://www.chla.org/molecular-pathology-genomics-core,united_states
Children's Hospital Los Angeles The Saban Research Institute Biomedical Informatics Core,http://www.chla.org/biomedical-informatics,united_states
Centocor,http://www.centocor.com/centocor/index.html,united_states
Comparative Biosciences,http://www.compbio.com,united_states
Crown Bioscience, Inc.,http://www.crownbio.com,united_states
Certis Oncology Solutions,https://certisoncology.com/,united_states
Cylene Pharmaceuticals,http://www.cylenepharma.com/,united_states
ChemoCentryx, Inc.,http://www.chemocentryx.com/,united_states
Cellerant Therapeutics, Inc.,http://www.cellerant.com/,united_states
CALICO BIOLABS INC,http://www.calicobio.com,united_states
Cepheus Biosciences, Inc.,https://cepheusbio.com/,united_states
City of Hope Beckman Research Institute Survey Research Core,http://www.cityofhope.org/research/shared-resources/survey-research-core,united_states
City of Hope Beckman Research Institute Stem Cell Core,,united_states
City of Hope Beckman Research Institute Pathology Core,http://www.cityofhope.org/research/shared-resources/pathology-core,united_states
City of Hope Beckman Research Institute Integrative Genomics Core,http://www.cityofhope.org/research/shared-resources/integrative-genomics-core,united_states
City of Hope Beckman Research Institute High Throughput Screening,http://www.cityofhope.org/research/shared-resources/high-throughput-screening,united_states
City of Hope Beckman Research Institute Drug Discovery and Structural Biology Core,http://www.cityofhope.org/research/shared-resources/drug-discovery-and-structural-biology-core,united_states
City of Hope Beckman Research Institute Clinical Immunobiology Correlative Studies,http://www.cityofhope.org/research/shared-resources/clinical-immunobiology-correlative-studies,united_states
City of Hope Beckman Research Institute Chemical GMP Synthesis Facility,http://www.cityofhope.org/research/shared-resources/chemical-gmp-synthesis-facility,united_states
City of Hope Beckman Research Institute Analytical Pharmacology,http://www.cityofhope.org/research/shared-resources/analytical-pharmacology,united_states
City of Hope National Medical Center Biostatistics Core,http://www.cityofhope.org/research/shared-resources/biostatistics-core-facility,united_states
Caliper LifeSciences,http://www.caliperls.com/CDAS,united_states
Core Diagnostics Inc.,https://www.corediagnostics.net,united_states
Diagnomics,http://www.diagnomics.com/,united_states
Dx Biosamples,http://dxbiosamples.com/,united_states
Diverse Diagnostics,http://www.diversediagnostics.com/,united_states
DesigneRx Pharmaceuticals,http://www.drxpharma.com/,united_states
DiscoverX,http://www.discoverx.com,united_states
Explora BioLabs,http://www.explorabiolabs.com,united_states
Elim Biopharmaceuticals,http://www.elimbio.com,united_states
Epic Sciences,http://www.epicsciences.com/,united_states
FIVEphoton Biochemicals,http://fivephoton.com,united_states
Flow Paradigm,http://www.flowparadigm.com,united_states
Freenome Holdings, Inc.,http://www.freenome.com/,united_states
Fractal Therapeutics,https://fractaltx.com,united_states
Genoptix, Inc.,http://www.genoptix.com/,united_states
GenenDesign,http://genendesign.com/,united_states
GigaGen, Inc.,http://www.gigagen.com/,united_states
Guardant Health, Inc.,http://www.guardanthealth.com/,united_states
GenWay Biotech,http://www.genwaybio.com,united_states
Genomic Health, Inc.,http://www.genomichealth.com/,united_states
Genomics Institute of the Novartis Research Foundation (GNF),http://www.gnf.org/,united_states
HD Biosciences,http://www.hdbiosciences.com,united_states
HealthTell,http://www.healthtell.com/,united_states
Human Biomolecular Research Institute (HBRI),http://www.hbri.org/,united_states
Helica Biosystems,http://helica.com/contract-research/PreclinicalServices/,united_states
Hamamatsu Pharma Research, Inc,https://www.hpharmausa.com/,united_states
HUYA Bioscience International,http://www.huyabio.com,united_states
INDX Technology,http://www.indxtechnology.com/,united_states
Igenica,http://www.igenica.com/,united_states
IncellDx, Inc.,http://incelldx.com/,united_states
Invitek,http://www.invitekinc.com,united_states
Ichor Medical Systems, Inc.,http://www.ichorms.com/,united_states
IMER,http://www.imerinc.com,united_states
InTouch Bio,http://www.intouchbio.com/,united_states
In-Vivo Technologies,http://www.ivt-inc.com/,united_states
Integrated Telemetry Systems,http://itstelemetry.com/,united_states
LifeSource Biomedical,http://www.lifesourcebiomed.com/,united_states
Lucile Packard Children's Hospital Stanford,http://www.stanfordchildrens.org/en/default.page,united_states
LifeSource Biomedical, LLC,http://www.lifesourcemedicalsolutions.com/,united_states
Lexent Bio,www.lexentbio.com,united_states
MolecularMatch,https://www.molecularmatch.com,united_states
MedGenome,http://www.medgenome.com/,united_states
Molecular Medicine Research Institute,http://www.mmrx.org/,united_states
Molecular Response,http://molecularresponse.com,united_states
Mosaic Laboratories,http://www.mosaiclabs.com/,united_states
Marin Biologic Laboratories,http://www.marinbio.com,united_states
MabPrex,http://mabprex.com/,united_states
Norris Comprehensive Cancer Center Immune Core,http://uscnorriscancer.usc.edu/core/IM/IMDesc.aspx,united_states
NSJ Bioreagents,http://nsjbio.com/,united_states
NEOX Clinical Research,http://www.neoxcro.com/,united_states
NeoGenomics Laboratories,http://www.neogenomics.com/,united_states
Neofluidics LLC,www.neofluidics.com,united_states
Open Medicine Institute,http://openmedicineinstitute.org/,united_states
Optimum Therapeutics, LLC,http://optimumtx.com/,united_states
Paragon Genomics,https://paragongenomics.com/,united_states
ProteoGenex,http://www.proteogenex.com,united_states
PacificGMP,http://www.pacificgmp.com/,united_states
Predicine,http://www.predicine.com/,united_states
Primity Bio, Inc.,http://www.primitybio.com,united_states
PersonalizeDx,https://www.personalizedx.com/,united_states
Pulse Biosciences, Inc.,http://www.pulsebiosciences.com/,united_states
Panorama Research, Inc.,http://pano.com/,united_states
Palo Alto Veterans Institute for Research (PAVIR),http://pavir.net/,united_states
PPA Research Group,www.pparesearch.com,united_states
Pharmatest,http://www.pharmatest.com,united_states
Preclinical Medevice Innovations, LLC (PMI),http://www.pmipreclinical.com/,united_states
Pharmetrx,Pharmetrx.ai,united_states
Pathway Genomics Corporation,https://www.pathway.com/,united_states
PRC Clinical,http://www.prcclinical.com/,united_states
Quintara Biosciences,http://www.quintaradiscovery.com/,united_states
Reagent Proteins,http://www.reagentproteins.com/,united_states
Regulus Therapeutics,,united_states
Synergy Research,http://www.synergy-cro.com,united_states
SciQuus Oncology,http://www.sciquus.com/,united_states
Sorrento Therapeutics,http://sorrentotherapeutics.com/,united_states
Sciclone,http://www.sciclone.com/,united_states
Stanford University Animal Tumor Models Shared Resource,http://cancer.stanford.edu/research/core/Animal_Tumor.html,united_states
Stanford Medicine Cancer Institute - Human Immune Monitoring Center Shared Resource,http://cancer.stanford.edu/research/core/Human-Immune-Monitoring.html,united_states
Stanford University Cancer Imaging Shared Resource,http://cancer.stanford.edu/research/core/Cancer_Imaging.html,united_states
Stanford University Flow Cytometry Shared Resource,http://cancer.stanford.edu/research/core/Flow-cytometry2.html,united_states
Stanford University Tissue Procurement Facility,http://cancer.stanford.edu/research/core/Tissue_Procurement.html,united_states
San Diego Biomedical Research Institute (SDBRI),https://sdbri.org/,united_states
Stanford Tissue Bank,http://tissuebank.stanford.edu/,united_states
Siri Pharma Labs,http://siripharmalabs.com/,united_states
Sanford-Burnham Medical Research Institute,http://www.sanfordburnham.org/,united_states
Semler Research Center,http://www.semlerresearch.com/,united_states
Spectrum Pharmaceuticals,http://www.sppirx.com/,united_states
S*Bio,http://www.sbio.com/main/default.asp,united_states
Tosk, Inc.,http://www.tosk.com/,united_states
The Scintillon Institute for Biomedical and Bioenergy Research,http://www.scintillon.org/,united_states
TeneoBio,http://www.teneobio.com/,united_states
Trellis Bioscience,http://www.trellisbio.com/,united_states
Targa Therapeutics,http://www.targatherapeutics.com/,united_states
Trovagene, Inc.,http://www.trovagene.com/,united_states
TissueNetix, Inc,http://www.tissuenetix.com/,united_states
The Advisory Board Company,http://www.advisoryboardcompany.com,united_states
Tissue Diagnostics (TDx),http://www.tissuedx.com/,united_states
Tempo Bioscience,www.tempobioscience.com,united_states
UCSD Moores Cancer Center Laser Capture Microdissection Shared Resource,http://cancer.ucsd.edu/research-training/shared-resources/lcm/Pages/default.aspx,united_states
UCSF - Department of Bioengineering and Therapeutic Sciences,https://bts.ucsf.edu/,united_states
UCSD Moores Cancer Center Flow Cytometry Shared Resource,http://cancer.ucsd.edu/research-training/shared-resources/flow-cytometry/Pages/default.aspx,united_states
UC Davis Comprehensive Cancer Center Mouse Biology Shared Resource,https://mbp.mousebiology.org/index.php,united_states
UC Davis - West Coast Metabolomics Center,http://metabolomics.ucdavis.edu/advanced-services/advanced-services-overview,united_states
University of Southern California Norris Comprehensive Cancer Center	 - Immune Monitoring Core,http://uscnorriscancer.usc.edu/core/IM/IMDesc.aspx,united_states
University of Southern California Norris Comprehensive Cancer Center	 - Transgenic Core,http://uscnorriscancer.usc.edu/core/Transgenic/,united_states
USC Norris Comprehensive Cancer Center Transgenic Knockout Core,http://uscnorriscancer.usc.edu/Core/Transgenic/,united_states
UCSD Moores Cancer Center,http://cancer.ucsd.edu,united_states
UCSF Helen Diller Family Comprehensive Cancer Center's - Preclinical Therapeutics Core,http://cancer.ucsf.edu/research/cores/preclinical/,united_states
UC Davis Biorepository,http://www.ucdmc.ucdavis.edu/cancer/research/sharedresources/specimen.html,united_states
UCLA National Neurological AIDS Bank,http://nnab.org/,united_states
UCSF AIDS & Cancer Specimen Resource,http://acsr.ucsf.edu/,united_states
University of Southern California Norris Comprehensive Cancer Center Circulating Tumor Cells Research Core,http://research.usc.edu/cell-culture-and-analysis/,united_states
University of Southern California Norris Comprehensive Cancer Center Bioreagent and Cell Culture Core,http://research.usc.edu/cell-culture-and-analysis/,united_states
Vium, Inc.,http://www.vium.com/,united_states
VA Palo Alto Health Care System,http://www.paloalto.va.gov/,united_states
3-V Biosciences,http://www.3vbio.com/,united_states
Serametrix Corporation,http://www.serametrix.com/,united_states
Apricus Biosciences,http://www.apricusbio.com,united_states
Afraxis,http://www.afraxis.com/,united_states
Aqua Regenerative Therapies,https://www.aquabiomaterials.com/,united_states
ADS Biosystems,http://adsbiosystems.com/,united_states
Animal Clinical Investigation (ACI) LLC,http://www.animalci.com/,united_states
Howard University Cancer Center Tissue Repository Core,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Flow Cytometry Core,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Common Equipment Core,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Clinical Protocol & Data Management Core,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Biobehavioral Core Laboratory,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Animal Core Facility,http://cancer.howard.edu/research/sharedresources.htm,united_states
Howard University Cancer Center Molecular Genetics Core,http://cancer.howard.edu/research/sharedresources.htm,united_states
EGR LLC,http://egr-llc.com/en/EGR%20LLC%20-%20About.html,united_states
Genome Profiling (GenPro), LLC,www.genprollc.com,united_states
ACROBiosystems,http://www.acrobiosystems.com/,united_states
American Diagnostica,http://www.americandiagnostica.com,united_states
Ipsogen,http://www.ipsogen.com,united_states
Ikonisys Clinical Laboratories,http://www.ikonisys.com,united_states
LEX Company Research Labs,http://www.lex-labs.com/,united_states
Pre-Clinical Safety,http://www.pre-clinicalsafety.com,united_states
RxGen,http://www.rx-gen.com/,united_states
University of Connecticut - Research Tissue Repository,http://biobank.uchc.edu/,united_states
Yale University School of Medicine - CyTOF 2,https://medicine.yale.edu/cores/all/ctbt/cytof.aspx,united_states
Yale University - Specimen Resource Core,http://medicine.yale.edu/dermatology/spore/index.aspx,united_states
Akron Biotechnology,http://www.akronbiotech.com,united_states
Altor BioScience Corporation,http://www.altorbioscience.com,united_states
BioTheme,http://biothemeresearch.com/,united_states
Forward Clinical Trials, Inc,http://www.forwardclinicaltrials.com/,united_states
Florida Biologix,http://www.floridabiologix.ufl.com,united_states
Goodwin Biotechnology,http://www.goodwinbio.com/,united_states
H. Lee Moffitt Cancer Center and Research Institute Tissue Core,https://moffitt.org/research-science/shared-resources/tissue/,united_states
iuvo BioScience, LLC,http://www.iuvobioscience.com/,united_states
Lions Eye Institute for Transplant & Research,http://www.lionseyeinstitute.org/,united_states
M2Gen,http://www.m2gen.com/,united_states
Mote Marine Laboratory & Aquarium,https://mote.org/,united_states
Moffitt Cancer Center & Research Institute,http://www.moffitt.org,united_states
M2Gen Biorepository,http://www.m2gen.com/,united_states
Nova Southeastern University Rumbaugh-Goodwin Institute for Cancer Research,http://www.rgicr.nova.edu/,united_states
Ontario Cancer Biomarker Network (OCBN),http://www.ocbn.ca/,united_states
Protheragen,http://www.protheragen.com/,united_states
Pro-Lab, Inc.,http://prolabinc.com/,united_states
University of Florida CoM Powell Gene Therapy Center,http://powellcenter.med.ufl.edu/,united_states
University of Florida CTSI Genotyping Core,https://www.ctsi.ufl.edu/research/laboratory-services/genotyping-core/,united_states
Augusta University Integrated Genomics,http://www.augusta.edu/cancer/research/shared/genomics/,united_states
Augusta University The GRU Cancer Center Biorepository,http://www.augusta.edu/cancer/research/shared/tumor/,united_states
Augusta University Proteomics and Metabolomics Facility,http://www.augusta.edu/cancer/research/shared/proteomics/,united_states
Augusta Biomedical Research Corporation,http://www.augusta.va.gov/services/research.asp,united_states
BioAssayLINK,http://www.bioassaylink.com,united_states
Clark Atlanta University CCRTD Collaborative Center for Cancer Genomics,http://www.cau.edu/ccrtd/collaborative-center-for-cancer-genomics.html,united_states
Emory University Cancer Genomics Shared Resource (CGSR),http://cancergenomics.emory.edu/,united_states
Emory University School of Medicine - Department of Pathology & Laboratory Medicine,http://pathology.emory.edu/index.cfm,united_states
Emory University - Emory Vaccine Center Non Human Primate Genomics Core,http://www.vaccines.emory.edu/research/cores/gencore.html,united_states
Emory University - Emory Vaccine Center Virology and Molecular Biomarkers Core,http://www.vaccines.emory.edu/research/cores/virology_pharmacology.html,united_states
Georgia Regents University Tumor Tissue and Serum Repository,http://www.gru.edu/cancer/research/shared/tumor/,united_states
GeneCure,http://www.genecure.com/,united_states
Labcat,http://www.labcat.com/ ,united_states
Translational, Testing and Training Laboratories, Inc. (T3 Labs),http://t3labs.org/,united_states
Wake Forest University Comprehensive Cancer Center,http://www.wakehealth.edu/Research/Comprehensive-Cancer-Center/Shared-Resources.htm,united_states
